"","species","clade","dn","ds","w","clade.age","clade.age.sd","tip.age","tip.age.sd","dN.Mean","dN.Mid","dN.Min","dN.Max","dN.QL","dN.QU","dS.Mean","dS.Mid","dS.Min","dS.Max","dS.QL","dS.QU"
"1","Elaphe_davidi_KM401547.1",416,0.00581866666666667,0.142492,0.0408350410315433,47.51117656,1.80616715442272,11.89270607,1.54960475609896,0.000498245471179867,0.000477141018260801,0.000362032519753596,0.000761659618609942,0.00041175003651389,0.00062908317752591,0.0122014196286712,0.0116845974978262,0.00886573174920877,0.0186521085658171,0.010083252670074,0.0154054743581614
"2","Elaphe_bimaculata_KM065513.1",416,0.00393066666666667,0.129739,0.030296723935491,47.51117656,1.80616715442272,11.89270607,1.54960475609896,0.000336578288047261,0.000322321659448405,0.000244562756240514,0.0005145216672003,0.00027814828314458,0.000424962696458841,0.0111093954832845,0.0106388288098312,0.00807225087310584,0.016982749299754,0.00918080396206615,0.0140266880790045
"3","Elaphe_carinata_KU180459.1",416,0.00487533333333333,0.133445666666667,0.0365342199197176,47.51117656,1.80616715442272,13.95101757,1.61182244783279,0.000354466616460874,0.000342370104876998,0.000280452972393081,0.000503801538430643,0.000299254971516824,0.000452095156743074,0.00970231791563631,0.00937121705703151,0.0076764461649753,0.013789853445283,0.00819108693642355,0.0123745671246446
"4","Elaphe_quatuorlineata_MK334307.1",416,0.00278833333333333,0.054315,0.051336340482985,47.51117656,1.80616715442272,6.74052091,1.05069720961016,0.000423888621430536,0.000416294767780499,0.000291440282196417,0.000619461273821211,0.000316203080315803,0.000578642396032064,0.00825708684028675,0.00810916329181034,0.0056770755268972,0.0120667205335083,0.00615943944077209,0.0112715941687322
"5","Elaphe_sauromates_MK070315.1",416,0.00243833333333333,0.0499903333333333,0.048776096712031,47.51117656,1.80616715442272,6.74052091,1.05069720961016,0.000370680844681933,0.00036404019441893,0.00025485781999603,0.000541704628571687,0.000276512317096246,0.000506009459291637,0.0075996414159664,0.00746349583010272,0.00522505565586118,0.0111059446140156,0.00566901281028587,0.0103741277675224
"6","Elaphe_anomala__KP900218.1",416,0.00583633333333333,0.128699333333333,0.0453485902542878,47.51117656,1.80616715442272,16.55455667,1.73679823141993,0.00035660250896647,0.0003477532081775,0.000276066389007799,0.000473581629241438,0.000305867053401686,0.000441442898720804,0.00786358532794198,0.00766844583762159,0.00608765096025663,0.010443138950646,0.00674479739472752,0.00973443487979352
"7","Pantherophis_slowinskii_DQ523162.1",416,0.00422566666666667,0.130607,0.0323540596343739,47.51117656,1.80616715442272,13.78227716,1.40920597576341,0.000309772158106092,0.000306450690871491,0.000238331490809254,0.000381238059244761,0.00025694886359943,0.000371331952837771,0.00957444480249958,0.00947178481880245,0.00736635505721958,0.0117833144759282,0.00794178123249918,0.0114771363171766
"8","Pituophis_catenifer_sayi_KU833245.1",416,0.00518566666666667,0.132251333333333,0.0392106947882063,47.51117656,1.80616715442272,13.78227716,1.40920597576341,0.000380147153400369,0.000376071104984444,0.000292476374735313,0.000467848898609352,0.00031532329975675,0.000455692292363904,0.00969498641770328,0.00959103395172578,0.00745909697124987,0.0119316656115482,0.00804176772332003,0.0116216326903997
"9","Orthriophis_taeniurus_KC990021.1",416,0.00709566666666667,0.198716,0.0357075759710676,47.51117656,1.80616715442272,27.04517891,1.7697961210154,0.000263482327714303,0.000263693445262806,0.000227807989509895,0.000306465255057785,0.00023174964006073,0.000298266340345946,0.00737889146907625,0.00738480387121394,0.00637982230142082,0.00858263958623519,0.00649020925555146,0.00835302683631112
"10","Oocatochus_rufodorsatus_KC990020.1",416,0.00616166666666667,0.195182,0.0315688263603543,47.51117656,1.80616715442272,28.9702632,1.77163935766978,0.000213476133022233,0.000212668939636287,0.000182816705291084,0.000254294859270872,0.000187535764866866,0.000237388245100686,0.00676224483563085,0.00673667551681197,0.00579105169144567,0.008055252240553,0.00594053648767834,0.00751970448286321
