"","species","clade","dn","ds","w","clade.age","clade.age.sd","tip.age","tip.age.sd","dN.Mean","dN.Mid","dN.Min","dN.Max","dN.QL","dN.QU","dS.Mean","dS.Mid","dS.Min","dS.Max","dS.QL","dS.QU"
"1","Elaphe_davidi_KM401547.1",416,0.00579066666666667,0.143679,0.0403028046316209,47.51117656,1.80616715442272,11.89270607,1.54960475609896,0.000495847864650358,0.000474844968447905,0.000360290383430309,0.000757994437127171,0.000409768654578328,0.00062605596700161,0.0123030610197615,0.0117819336095372,0.00893958588548527,0.0188074860808188,0.0101672491114137,0.0155338064614594
"2","Elaphe_bimaculata_KM065513.1",416,0.003945,0.134455,0.0293406716001636,47.51117656,1.80616715442272,11.89270607,1.54960475609896,0.000337805634246891,0.000323497018281197,0.000245454564120292,0.000516397891054575,0.000279162561992546,0.000426512339941519,0.0115132209258975,0.0110255491997461,0.00836567640527093,0.0176000705809234,0.0095145252909272,0.0145365568230258
"3","Elaphe_carinata_KU180459.1",416,0.00492666666666667,0.134880333333333,0.0365262047098539,47.51117656,1.80616715442272,13.95101757,1.61182244783279,0.000358198864439472,0.00034597498633133,0.000283405916311345,0.000509106162860995,0.000302405885342449,0.000456855354619352,0.00980662697602518,0.00947196647118374,0.00775897519500264,0.0139381073644273,0.00827914883970596,0.0125076053821738
"4","Elaphe_quatuorlineata_MK334307.1",416,0.00279633333333333,0.0539976666666667,0.0517861882920867,47.51117656,1.80616715442272,6.74052091,1.05069720961016,0.00042510479918479,0.000417489158028764,0.000292276452760997,0.000621238568569772,0.000317110297760821,0.000580302577443273,0.00820884512270135,0.00806178581196251,0.00564390742783552,0.0119962211751488,0.00612345314878636,0.0112057403060875
"5","Elaphe_sauromates_MK070315.1",416,0.00241966666666667,0.0488656666666667,0.0495167022517514,47.51117656,1.80616715442272,6.74052091,1.05069720961016,0.000367843096588674,0.000361253283839647,0.000252906755345342,0.000537557607491712,0.000274395476391203,0.000502135702665481,0.00742866709334755,0.00729558446770088,0.00510750401065727,0.0108560865939472,0.00554147315780703,0.0101407339307965
"6","Elaphe_anomala__KP900218.1",416,0.005762,0.131586333333333,0.0437887419919495,47.51117656,1.80616715442272,16.55455667,1.73679823141993,0.000352060709920292,0.000343324116543279,0.000272550322713394,0.000467549948201925,0.000301971436695502,0.000435820546421144,0.00803998228551572,0.00784046540104756,0.00622420992965502,0.0106774007868936,0.00689609755747308,0.00995279897516281
"7","Pantherophis_slowinskii_DQ523162.1",416,0.00435666666666667,0.139049333333333,0.0313318054982884,47.51117656,1.80616715442272,13.78227716,1.40920597576341,0.00031937541267229,0.000315950976547321,0.000245720011428331,0.000393056830033054,0.000264914541866731,0.000382843624168941,0.0101933293531309,0.0100840335091631,0.00784251043055128,0.0125449786177987,0.00845513169935906,0.0122190093446691
"8","Pituophis_catenifer_sayi_KU833245.1",416,0.005081,0.133883,0.0379510468095277,47.51117656,1.80616715442272,13.78227716,1.40920597576341,0.000372474324052312,0.00036848054594574,0.000286573078362819,0.000458405911261962,0.000308958864703487,0.000446494672012791,0.0098145994739413,0.00970936448196289,0.00755112447361726,0.0120788739652598,0.00814098399588604,0.0117650159758096
"9","Orthriophis_taeniurus_KC990021.1",416,0.00703633333333333,0.220393,0.0319263013495589,47.51117656,1.80616715442272,27.04517891,1.7697961210154,0.000261279111933162,0.000261488464135508,0.000225903079370714,0.000303902619862582,0.000229811770190348,0.000295772263746069,0.0081838202638143,0.00819037762227729,0.0070757673085058,0.00951887963892758,0.00719819585971312,0.00926421950690995
"10","Oocatochus_rufodorsatus_KC990020.1",416,0.00616066666666667,0.208983333333333,0.0294792248185661,47.51117656,1.80616715442272,28.9702632,1.77163935766978,0.000213441487179708,0.000212634424796205,0.000182787035282111,0.000254253588804126,0.00018750532898401,0.000237349718471782,0.00724040365692663,0.00721302632972518,0.00620053737529052,0.00862483970894636,0.00636059225227383,0.00805142333058563
"11","Elaphe_poryphyracea_GQ181130.1",416,0.00786066666666667,0.205499,0.0382516054417134,47.51117656,1.80616715442272,32.00830198,1.70482593253124,0.000246268927828678,0.000244991555488788,0.000215949414614268,0.000285819132581475,0.000219747897092782,0.00027053690408187,0.00643813311846308,0.00640473916479397,0.00564549937500858,0.00747208200233574,0.0057448019385128,0.00707256338545334
"12","Euprepiophis_perlacea_KF750656.1",416,0.008031,0.192743,0.0416668828439943,47.51117656,1.80616715442272,36.382827,1.80924019107699,0.00022127117206012,0.000221263542276033,0.000195480584306582,0.000246185473947348,0.00019983674778885,0.000242583630939558,0.00531048057731088,0.00531029746344283,0.00469150968260535,0.0059084207203379,0.00479605706376122,0.00582197693664341
"13","Lycodon_semicarinatus_AB008539.1",416,0.00352833333333333,0.0879836666666667,0.0401021401699558,47.51117656,1.80616715442272,9.09738866,0.894803406257026,0.000391624687455709,0.000386915459458063,0.000318935180138266,0.000488729035786785,0.000330260131337543,0.000464887379781597,0.00976568047979423,0.00964824964000143,0.00795307130209498,0.0121871060675444,0.00823547396567555,0.0115925827851424
"14","Dinodon_rufozonatum_KF148622.1",416,0.00294933333333333,0.077104,0.0382513661202186,47.51117656,1.80616715442272,9.09738866,0.894803406257026,0.000327359020747106,0.000323422577731218,0.000266597871881282,0.000408528531756398,0.0002760643969839,0.000388599294880262,0.0085581001138172,0.00845519024640184,0.0069696300791821,0.0106801030444887,0.00721711209257909,0.0101590958518697
"15","Lycodon_flavozonatus_KR911720.1",416,0.002361,0.06678,0.0353548966756514,47.51117656,1.80616715442272,10.93593725,0.933465467107071,0.000217453277047638,0.000216002792542587,0.000173810632101639,0.00026046211561429,0.000182973024247903,0.000255391063962402,0.00615058443085186,0.00610955802032782,0.00491616857761432,0.0073670733082263,0.00517532340502962,0.00722364051309158
"16","Lycodon_ruhstrati_MK867843.1",416,0.005534,0.148021,0.0373865870383256,47.51117656,1.80616715442272,20.19405607,1.52747735239004,0.000275623444934072,0.000274077076061162,0.000233209869202302,0.000340031035358865,0.000239280588885247,0.000322859607813025,0.00737225477820496,0.00733089318316757,0.00623779509381893,0.00909500070199757,0.00640017203602877,0.00863570690424499
"17","Ptyas_dhumnades_KR812112.1",416,0.00309333333333333,0.102111666666667,0.0302936327876345,47.51117656,1.80616715442272,14.67601737,1.57471403382072,0.000213123798306486,0.000212480908273884,0.000166277455579372,0.000267806738421557,0.000169597245065037,0.000252120429490426,0.0070352671071355,0.00701404515475004,0.00548885822789945,0.00884036392396205,0.00559844526584032,0.00832255514740835
"18","Cyclophiops_major_KF148620.1",416,0.004721,0.0985253333333333,0.0479166102795897,47.51117656,1.80616715442272,14.67601737,1.57471403382072,0.000325266417609349,0.000324285248263257,0.000253770215880457,0.000408722719425056,0.000258836829941393,0.000384782504619924,0.00678817670347391,0.00676770010172,0.00529608030283712,0.00852987548660456,0.00540181845984305,0.00803025302446789
"19","Orientocoluber_spinalis_MT304473.1",416,0.010667,0.337532,0.0316029295000178,47.51117656,1.80616715442272,43.02839343,1.77970599152592,0.000248325110035101,0.000248299192917788,0.000221912391351188,0.00027276828200195,0.000228655572563096,0.000270359119189947,0.00785766110812485,0.0078568410222112,0.00702189306061208,0.00863110750545441,0.00723526509031282,0.00855487524312562
"20","Oligodon_chinensis_MK347418.1",416,0.01508,0.435000666666667,0.034666613537757,47.51117656,1.80616715442272,47.51117586,1.80616712723621,0.000317849070892029,0.000318526733672824,0.000286137517691002,0.000351910045444935,0.000293440398655993,0.000338383946048411,0.00916873725049158,0.0091882852452808,0.00825397950622885,0.0101512668683849,0.00846463985691574,0.00976109032628356
"21","Hypsiglena_unaocularus_KJ486458.1",435,0.000628666666666667,0.0158873333333333,0.0395703075825605,49.93369948,2.18543803238888,3.67999435,0.680446961271014,0.000176549525098413,0.00017637666293607,0.000104559457630246,0.000300466503720145,0.00012139548706613,0.000249287884091509,0.00446166673660687,0.00445729825496233,0.00264237161695269,0.00759323144236985,0.00306784289742623,0.006299872286092
"22","Hypsiglena_catalinae__KJ486459.1",435,0.001383,0.0126463333333333,0.109359761722765,49.93369948,2.18543803238888,3.67999435,0.680446961271014,0.000388390233103561,0.000388009954677494,0.000230019718827089,0.000660994445352535,0.000267057198217058,0.000548406909382646,0.00355149121564618,0.00354801389985766,0.00210333046820461,0.00604421987520603,0.0024420060359501,0.00501470468427771
"23","Hypsiglena_chlorophaea_chlorophaea_NC_013977.1",435,0.00103533333333333,0.0433193333333333,0.0239000292402161,49.93369948,2.18543803238888,5.57275429,0.869568775590944,0.000190329812205126,0.00018970723950399,0.000132086447475458,0.000285660259636297,0.000139364090951911,0.000266625291612084,0.0079635807258705,0.0079375316907468,0.00552662283999215,0.0119522974957546,0.00583112637859899,0.0111558562934074
